word;log(rank);log(freq)
gruel;3.1812717715594614;0.9542425094393249
grown;3.1815577738627865;0.9542425094393249
governess;3.1818435879447726;0.9542425094393249
gentleman's;3.182129214052998;0.9542425094393249
forty;3.182414652434554;0.9542425094393249
foolish;3.1826999033360424;0.9542425094393249
fellow;3.182984967003582;0.9542425094393249
farm;3.1832698436828046;0.9542425094393249
fancied;3.1835545336188615;0.9542425094393249
falling;3.1838390370564214;0.9542425094393249
fairly;3.184123354239671;0.9542425094393249
exquisite;3.1844074854123203;0.9542425094393249
expression;3.184691430817599;0.9542425094393249
enjoy;3.184975190698261;0.9542425094393249
engagements;3.185258765296585;0.9542425094393249
encouraging;3.185542154854375;0.9542425094393249
employed;3.185825359612962;0.9542425094393249
dull;3.1861083798132053;0.9542425094393249
dread;3.186391215695493;0.9542425094393249
doubtful;3.1866738674997452;0.9542425094393249
doubted;3.1869563354654122;0.9542425094393249
convince;3.187238619831479;0.9542425094393249
continual;3.187520720836463;0.9542425094393249
concerns;3.1878026387184195;0.9542425094393249
conceal;3.188084373714938;0.9542425094393249
communication;3.188365926063148;0.9542425094393249
collected;3.188647295999717;0.9542425094393249
civilities;3.1889284837608534;0.9542425094393249
chose;3.189209489582306;0.9542425094393249
choice;3.1894903136993675;0.9542425094393249
carrying;3.189770956346874;0.9542425094393249
card;3.190051417759206;0.9542425094393249
books;3.1903316981702914;0.9542425094393249
beloved;3.190611797813605;0.9542425094393249
baked;3.1908917169221698;0.9542425094393249
attended;3.1911714557285586;0.9542425094393249
affectionate;3.1914510144648953;0.9542425094393249
admire;3.1917303933628562;0.9542425094393249
addressing;3.1920095926536702;0.9542425094393249
address;3.1922886125681202;0.9542425094393249
yorkshire;3.1925674533365456;0.9030899869919435
wise;3.192846115188842;0.9030899869919435
white;3.1931245983544616;0.9030899869919435
westons;3.1934029030624176;0.9030899869919435
water;3.1936810295412816;0.9030899869919435
watching;3.193958978019187;0.9030899869919435
watched;3.1942367487238292;0.9030899869919435
warmest;3.194514341882467;0.9030899869919435
vulgar;3.1947917577219247;0.9030899869919435
visiting;3.1950689964685903;0.9030899869919435
unnecessary;3.1953460583484197;0.9030899869919435
trust;3.1956229435869368;0.9030899869919435
tiresome;3.1958996524092336;0.9030899869919435
tete;3.1961761850399735;0.9030899869919435
temptation;3.196452541703389;0.9030899869919435
taylor's;3.196728722623287;0.9030899869919435
talents;3.1970047280230456;0.9030899869919435
takes;3.197280558125619;0.9030899869919435
support;3.1975562131535367;0.9030899869919435
suited;3.197831693328903;0.9030899869919435
stronger;3.1981069988734014;0.9030899869919435
strawberries;3.1983821300082944;0.9030899869919435
staid;3.1986570869544226;0.9030899869919435
south;3.198931869932209;0.9030899869919435
source;3.1992064791616577;0.9030899869919435
sore;3.199480914862356;0.9030899869919435
shop;3.1997551772534747;0.9030899869919435
shook;3.2000292665537704;0.9030899869919435
several;3.200303182981585;0.9030899869919435
seven;3.2005769267548483;0.9030899869919435
rose;3.2008504980910772;0.9030899869919435
remembrance;3.2011238972073794;0.9030899869919435
reconciled;3.2013971243204513;0.9030899869919435
recollection;3.2016701796465816;0.9030899869919435
readily;3.20194306340165;0.9030899869919435
proud;3.2022157758011316;0.9030899869919435
protest;3.2024883170600935;0.9030899869919435
prospects;3.2027606873931997;0.9030899869919435
propriety;3.2030328870147105;0.9030899869919435
print;3.203304916138483;0.9030899869919435
principal;3.2035767749779724;0.9030899869919435
pleasantly;3.2038484637462346;0.9030899869919435
played;3.2041199826559246;0.9030899869919435
performance;3.2043913319193;0.9030899869919435
perceive;3.204662511748219;0.9030899869919435
passion;3.204933522354145;0.9030899869919435
parcel;3.2052043639481447;0.9030899869919435
older;3.205475036740891;0.9030899869919435
offered;3.205745540942662;0.9030899869919435
offence;3.2060158767633444;0.9030899869919435
observing;3.2062860444124324;0.9030899869919435
o'clock;3.2065560440990297;0.9030899869919435
neighbour;3.2068258760318495;0.9030899869919435
natured;3.207095540419218;0.9030899869919435
mortified;3.2073650374690716;0.9030899869919435
mixture;3.2076343673889616;0.9030899869919435
missed;3.2079035303860515;0.9030899869919435
medium;3.2081725266671217;0.9030899869919435
matrimony;3.208441356438567;0.9030899869919435
length;3.208710019906401;0.9030899869919435
leading;3.2089785172762535;0.9030899869919435
larger;3.2092468487533736;0.9030899869919435
kingston;3.2095150145426308;0.9030899869919435
introduced;3.209783014848515;0.9030899869919435
introduce;3.2100508498751372;0.9030899869919435
interference;3.210318519826232;0.9030899869919435
indulgence;3.2105860249051563;0.9030899869919435
indignation;3.210853365314893;0.9030899869919435
including;3.2111205412580492;0.9030899869919435
hurt;3.2113875529368587;0.9030899869919435
hurried;3.2116544005531824;0.9030899869919435
houses;3.2119210843085093;0.9030899869919435
horror;3.2121876044039577;0.9030899869919435
hitherto;3.212453961040276;0.9030899869919435
heat;3.2127201544178425;0.9030899869919435
hall;3.212986184736668;0.9030899869919435
grieved;3.2132520521963968;0.9030899869919435
grave;3.2135177569963047;0.9030899869919435
grace;3.2137832993353044;0.9030899869919435
god;3.2140486794119414;0.9030899869919435
frequently;3.2143138974244;0.9030899869919435
frequent;3.214578953570499;0.9030899869919435
free;3.214843848047698;0.9030899869919435
frank's;3.215108581053093;0.9030899869919435
forbearance;3.215373152783422;0.9030899869919435
foot;3.215637563435062;0.9030899869919435
farmer;3.215901813204032;0.9030899869919435
extent;3.216165902285993;0.9030899869919435
expressions;3.216429830876251;0.9030899869919435
expressing;3.2166935991697545;0.9030899869919435
existence;3.216957207361097;0.9030899869919435
excuses;3.217220655644519;0.9030899869919435
evident;3.2174839442139063;0.9030899869919435
error;3.2177470732627937;0.9030899869919435
entire;3.218010042984363;0.9030899869919435
entering;3.2182728535714475;0.9030899869919435
enter;3.218535505216528;0.9030899869919435
english;3.2187979981117376;0.9030899869919435
ended;3.219060332448861;0.9030899869919435
encouraged;3.219322508419337;0.9030899869919435
elizabeth;3.2195845262142546;0.9030899869919435
eldest;3.219846386024361;0.9030899869919435
earnest;3.220108088040055;0.9030899869919435
earlier;3.2203696324513946;0.9030899869919435
dressed;3.220631019448092;0.9030899869919435
dress;3.2208922492195193;0.9030899869919435
dreadfully;3.2211533219547053;0.9030899869919435
displeased;3.2214142378423385;0.9030899869919435
discovery;3.2216749970707688;0.9030899869919435
describe;3.2219355998280053;0.9030899869919435
depended;3.22219604630172;0.9030899869919435
delightfully;3.222456336679247;0.9030899869919435
declined;3.2227164711475833;0.9030899869919435
decision;3.2229764498933915;0.9030899869919435
dangerous;3.2232362731029975;0.9030899869919435
danced;3.2234959409623944;0.9030899869919435
crowd;3.2237554536572413;0.9030899869919435
coolly;3.224014811372864;0.9030899869919435
contrary;3.2242740142942576;0.9030899869919435
constantly;3.2245330626060857;0.9030899869919435
conscience;3.2247919564926817;0.9030899869919435
conclusion;3.225050696138049;0.9030899869919435
composure;3.225309281725863;0.9030899869919435
communicated;3.225567713439471;0.9030899869919435
comforts;3.2258259914618934;0.9030899869919435
cheerfully;3.226084115975824;0.9030899869919435
carry;3.226342087163631;0.9030899869919435
cares;3.2265999052073573;0.9030899869919435
campbell's;3.2268575702887237;0.9030899869919435
cake;3.2271150825891253;0.9030899869919435
bristol;3.2273724422896364;0.9030899869919435
blunder;3.227629649571009;0.9030899869919435
birth;3.2278867046136734;0.9030899869919435
attraction;3.2281436075977417;0.9030899869919435
attending;3.228400358703005;0.9030899869919435
astonished;3.2286569581089353;0.9030899869919435
assurance;3.228913405994688;0.9030899869919435
arise;3.229169702539101;0.9030899869919435
apple;3.229425847920695;0.9030899869919435
apologies;3.229681842317676;0.9030899869919435
amuse;3.229937685907934;0.9030899869919435
aloud;3.230193378869046;0.9030899869919435
afforded;3.230448921378274;0.9030899869919435
acting;3.230704313612569;0.9030899869919435
acceptable;3.230959555748569;0.9030899869919435
abroad;3.231214647962601;0.9030899869919435
wherever;3.2314695904306814;0.8450980400142568
wealth;3.2317243833285163;0.8450980400142568
upright;3.231979026831504;0.8450980400142568
unwilling;3.2322335211147335;0.8450980400142568
unwell;3.232487866352986;0.8450980400142568
unfortunate;3.232742062720737;0.8450980400142568
unexceptionable;3.2329961103921536;0.8450980400142568
unequal;3.2332500095411003;0.8450980400142568
twelve;3.2335037603411343;0.8450980400142568
tuesday;3.2337573629655103;0.8450980400142568
treatment;3.2340108175871793;0.8450980400142568
trade;3.2342641243787895;0.8450980400142568
tongue;3.2345172835126865;0.8450980400142568
thanked;3.2347702951609163;0.8450980400142568
taught;3.2350231594952237;0.8450980400142568
symptoms;3.2352758766870524;0.8450980400142568
sweetness;3.2355284469075487;0.8450980400142568
substance;3.2357808703275603;0.8450980400142568
strongly;3.236033147117636;0.8450980400142568
stir;3.2362852774480286;0.8450980400142568
steps;3.236537261488694;0.8450980400142568
spread;3.2367890994092927;0.8450980400142568
spot;3.237040791379191;0.8450980400142568
spared;3.237292337567459;0.8450980400142568
smooth;3.2375437381428744;0.8450980400142568
sincerely;3.2377949932739227;0.8450980400142568
shocked;3.2380461031287955;0.8450980400142568
shock;3.238297067875394;0.8450980400142568
shade;3.2385478876813276;0.8450980400142568
sentiments;3.238798562713917;0.8450980400142568
sensation;3.2390490931401916;0.8450980400142568
schemes;3.2392994791268923;0.8450980400142568
saturday;3.239549720840473;0.8450980400142568
sanguine;3.2397998184470986;0.8450980400142568
rivet;3.2400497721126476;0.8450980400142568
require;3.2402995820027125;0.8450980400142568
request;3.2405492482826;0.8450980400142568
rendered;3.240798771117331;0.8450980400142568
remove;3.241048150671644;0.8450980400142568
removal;3.2412973871099933;0.8450980400142568
recommendation;3.2415464805965484;0.8450980400142568
reach;3.241795431295199;0.8450980400142568
quickly;3.2420442393695508;0.8450980400142568
property;3.2422929049829308;0.8450980400142568
presumption;3.2425414282983844;0.8450980400142568
preparation;3.2427898094786767;0.8450980400142568
prefer;3.2430380486862944;0.8450980400142568
precisely;3.243286146083446;0.8450980400142568
politeness;3.243534101832062;0.8450980400142568
personal;3.243781916093795;0.8450980400142568
peculiar;3.244029589030022;0.8450980400142568
partial;3.244277120801843;0.8450980400142568
parade;3.244524511570084;0.8450980400142568
pair;3.244771761495295;0.8450980400142568
ours;3.245018870737753;0.8450980400142568
opposite;3.245265839457461;0.8450980400142568
offering;3.24551266781415;0.8450980400142568
occupy;3.245759355967277;0.8450980400142568
occasions;3.246005904076029;0.8450980400142568
observations;3.246252312299322;0.8450980400142568
objects;3.246498580795801;0.8450980400142568
numbers;3.2467447097238415;0.8450980400142568
moved;3.24699069924155;0.8450980400142568
moderate;3.247236549506764;0.8450980400142568
million;3.2474822606770544;0.8450980400142568
midst;3.2477278329097232;0.8450980400142568
merits;3.247973266361807;0.8450980400142568
measure;3.248218561190075;0.8450980400142568
lover;3.248463717551032;0.8450980400142568
lives;3.2487087356009177;0.8450980400142568
listening;3.2489536154957075;0.8450980400142568
landau;3.249198357391113;0.8450980400142568
lady's;3.249442961442582;0.8450980400142568
knightleys;3.2496874278053016;0.8450980400142568
june;3.249931756634195;0.8450980400142568
intention;3.250175948083925;0.8450980400142568
insufferable;3.250420002308894;0.8450980400142568
instant;3.2506639194632436;0.8450980400142568
indulge;3.250907699700856;0.8450980400142568
induce;3.2511513431753545;0.8450980400142568
improve;3.2513948500401044;0.8450980400142568
impression;3.251638220448212;0.8450980400142568
hoping;3.2518814545525276;0.8450980400142568
her's;3.252124552505644;0.8450980400142568
hastily;3.2523675144598987;0.8450980400142568
happiest;3.252610340567373;0.8450980400142568
guests;3.2528530309798933;0.8450980400142568
guessed;3.2530955858490316;0.8450980400142568
greatly;3.2533380053261065;0.8450980400142568
grandmother;3.253580289562183;0.8450980400142568
gown;3.2538224387080734;0.8450980400142568
goodness;3.254064452914338;0.8450980400142568
gardens;3.2543063323312857;0.8450980400142568
front;3.2545480771089736;0.8450980400142568
forgive;3.25478968739721;0.8450980400142568
forgetting;3.2550311633455515;0.8450980400142568
flutter;3.255272505103306;0.8450980400142568
fetch;3.2555137128195333;0.8450980400142568
female;3.255754786643044;0.8450980400142568
february;3.255995726722402;0.8450980400142568
features;3.256236533205923;0.8450980400142568
fallen;3.256477206241677;0.8450980400142568
establishment;3.256717745977487;0.8450980400142568
escaped;3.256958152560932;0.8450980400142568
errand;3.2571984261393445;0.8450980400142568
enjoyed;3.257438566859814;0.8450980400142568
engaging;3.2576785748691846;0.8450980400142568
engage;3.2579184503140586;0.8450980400142568
endured;3.2581581933407944;0.8450980400142568
employ;3.258397804095509;0.8450980400142568
eight;3.2586372827240764;0.8450980400142568
eating;3.258876629372131;0.8450980400142568
doubts;3.2591158441850663;0.8450980400142568
domestic;3.2593549273080344;0.8450980400142568
distressing;3.2595938788859486;0.8450980400142568
distinctly;3.2598326990634834;0.8450980400142568
disparity;3.2600713879850747;0.8450980400142568
difficult;3.26030994579492;0.8450980400142568
detained;3.2605483726369795;0.8450980400142568
destiny;3.2607866686549762;0.8450980400142568
description;3.2610248339923973;0.8450980400142568
depends;3.2612628687924934;0.8450980400142568
denying;3.2615007731982804;0.8450980400142568
deny;3.2617385473525378;0.8450980400142568
declared;3.2619761913978125;0.8450980400142568
declaration;3.262213705476417;0.8450980400142568
daughters;3.2624510897304293;0.8450980400142568
date;3.2626883443016963;0.8450980400142568
dark;3.2629254693318317;0.8450980400142568
dances;3.2631624649622166;0.8450980400142568
cox;3.263399331334002;0.8450980400142568
corner;3.263636068588108;0.8450980400142568
copy;3.2638726768652235;0.8450980400142568
constitution;3.2641091563058082;0.8450980400142568
congratulations;3.2643455070500926;0.8450980400142568
complaint;3.2645817292380777;0.8450980400142568
coldness;3.2648178230095364;0.8450980400142568
church;3.2650537885040145;0.8450980400142568
chiefly;3.26528962586083;0.8450980400142568
ceremony;3.2655253352190736;0.8450980400142568
cease;3.2657609167176105;0.8450980400142568
cautious;3.265996370495079;0.8450980400142568
broad;3.266231696689893;0.8450980400142568
brain;3.2664668954402414;0.8450980400142568
bore;3.2667019668840878;0.8450980400142568
blushed;3.266936911159173;0.8450980400142568
blindness;3.2671717284030137;0.8450980400142568
blessed;3.267406418752904;0.8450980400142568
below;3.2676409823459154;0.8450980400142568
barouche;3.2678754193188975;0.8450980400142568
autumn;3.2681097298084785;0.8450980400142568
apt;3.268343913951065;0.8450980400142568
approve;3.268577971882843;0.8450980400142568
approaching;3.2688119037397803;0.8450980400142568
approach;3.269045709657623;0.8450980400142568
apprehension;3.2692793897718984;0.8450980400142568
announce;3.2695129442179165;0.8450980400142568
anger;3.269746373130767;0.8450980400142568
amusing;3.269979676645324;0.8450980400142568
alliance;3.2702128548962426;0.8450980400142568
alike;3.2704459080179626;0.8450980400142568
alarmed;3.2706788361447066;0.8450980400142568
affected;3.2709116394104814;0.8450980400142568
active;3.2711443179490782;0.8450980400142568
across;3.2713768718940743;0.8450980400142568
abominable;3.271609301378832;0.8450980400142568
yards;3.271841606536499;0.7781512503836436
wondering;3.27207378750001;0.7781512503836436
wine;3.2723058444020863;0.7781512503836436
windsor;3.2725377773752373;0.7781512503836436
whisper;3.2727695865517594;0.7781512503836436
weak;3.2730012720637376;0.7781512503836436
warmer;3.2732328340430454;0.7781512503836436
waited;3.273464272621346;0.7781512503836436
vexation;3.273695587930092;0.7781512503836436
ventured;3.2739267801005254;0.7781512503836436
vast;3.27415784926368;0.7781512503836436
various;3.274388795550379;0.7781512503836436
urge;3.274619619091238;0.7781512503836436
unworthy;3.274850320016665;0.7781512503836436
unreserve;3.2750808984568587;0.7781512503836436
unjust;3.2753113545418118;0.7781512503836436
unfortunately;3.2755416884013098;0.7781512503836436
twice;3.2757719001649312;0.7781512503836436
triumph;3.27600198996205;0.7781512503836436
travel;3.2762319579218335;0.7781512503836436
tm;3.2764618041732443;0.7781512503836436
thin;3.27669152884504;0.7781512503836436
terror;3.276921132065774;0.7781512503836436
tenderness;3.277150613963797;0.7781512503836436
talker;3.2773799746672547;0.7781512503836436
suspense;3.2776092143040914;0.7781512503836436
sun;3.2778383330020473;0.7781512503836436
suggested;3.2780673308886628;0.7781512503836436
sucklings;3.2782962080912736;0.7781512503836436
submitted;3.2785249647370174;0.7781512503836436
statement;3.278753600952829;0.7781512503836436
sought;3.278982116865443;0.7781512503836436
social;3.279210512601395;0.7781512503836436
smallridge;3.2794387882870204;0.7781512503836436
slowly;3.2796669440484556;0.7781512503836436
slow;3.279894980011638;0.7781512503836436
slighted;3.2801228963023075;0.7781512503836436
skill;3.280350693046006;0.7781512503836436
situations;3.2805783703680764;0.7781512503836436
sister's;3.280805928393667;0.7781512503836436
sinking;3.2810333672477277;0.7781512503836436
shocking;3.281260687055013;0.7781512503836436
shaken;3.2814878879400813;0.7781512503836436
servant;3.281714970027296;0.7781512503836436
sensibility;3.281941933440825;0.7781512503836436
seek;3.2821687783046416;0.7781512503836436
season;3.2823955047425257;0.7781512503836436
saved;3.2826221128780624;0.7781512503836436
save;3.282848602834645;0.7781512503836436
satisfactory;3.2830749747354715;0.7781512503836436
rude;3.2833012287035497;0.7781512503836436
risk;3.2835273648616936;0.7781512503836436
rising;3.2837533833325265;0.7781512503836436
rights;3.28397928423848;0.7781512503836436
ride;3.284205067701794;0.7781512503836436
result;3.2844307338445193;0.7781512503836436
respects;3.2846562827885157;0.7781512503836436
resolutely;3.284881714655453;0.7781512503836436
requires;3.285107029566812;0.7781512503836436
repent;3.2853322276438846;0.7781512503836436
remembered;3.285557309007774;0.7781512503836436
remark;3.285782273779395;0.7781512503836436
rejoice;3.2860071220794747;0.7781512503836436
regrets;3.286231854028553;0.7781512503836436
reflections;3.286456469746983;0.7781512503836436
recommendations;3.28668096935493;0.7781512503836436
recollections;3.286905352972375;0.7781512503836436
rapidly;3.287129620719111;0.7781512503836436
raised;3.2873537727147464;0.7781512503836436
qualities;3.2875778090787056;0.7781512503836436
purchase;3.287801729930226;0.7781512503836436
provoking;3.2880255353883627;0.7781512503836436
provided;3.288249225571986;0.7781512503836436
provide;3.2884728005997825;0.7781512503836436
prompt;3.288696260590256;0.7781512503836436
professions;3.2889196056617265;0.7781512503836436
professed;3.289142835932333;0.7781512503836436
probable;3.2893659515200318;0.7781512503836436
principles;3.2895889525425965;0.7781512503836436
prevailed;3.2898118391176214;0.7781512503836436
pressing;3.290034611362518;0.7781512503836436
plea;3.2902572693945182;0.7781512503836436
plainly;3.290479813330673;0.7781512503836436
perry's;3.2907022432878543;0.7781512503836436
penance;3.2909245593827543;0.7781512503836436
paused;3.2911467617318855;0.7781512503836436
pace;3.291368850451583;0.7781512503836436
original;3.2915908256580013;0.7781512503836436
opposing;3.291812687467119;0.7781512503836436
openly;3.2920344359947364;0.7781512503836436
notions;3.292256071356476;0.7781512503836436
nerves;3.292477593667784;0.7781512503836436
neglect;3.29269900304393;0.7781512503836436
necessarily;3.292920299600006;0.7781512503836436
neat;3.2931414834509307;0.7781512503836436
motives;3.2933625547114453;0.7781512503836436
misfortune;3.2935835134961167;0.7781512503836436
meetings;3.2938043599193367;0.7781512503836436
meanwhile;3.2940250940953226;0.7781512503836436
matches;3.2942457161381182;0.7781512503836436
lord;3.294466226161593;0.7781512503836436
longed;3.2946866242794433;0.7781512503836436
lips;3.2949069106051923;0.7781512503836436
limited;3.295127085252191;0.7781512503836436
liking;3.295347148333618;0.7781512503836436
liable;3.295567099962479;0.7781512503836436
leg;3.295786940251609;0.7781512503836436
later;3.2960066693136723;0.7781512503836436
lace;3.2962262872611605;0.7781512503836436
joke;3.296445794206396;0.7781512503836436
involved;3.296665190261531;0.7781512503836436
invitations;3.296884475538547;0.7781512503836436
included;3.2971036501492565;0.7781512503836436
inclined;3.2973227142053028;0.7781512503836436
imprudent;3.2975416678181597;0.7781512503836436
implied;3.297760511099134;0.7781512503836436
humoured;3.2979792441593623;0.7781512503836436
hints;3.298197867109815;0.7781512503836436
hence;3.2984163800612945;0.7781512503836436
height;3.2986347831244354;0.7781512503836436
heartily;3.298853076409707;0.7781512503836436
guided;3.2990712600274095;0.7781512503836436
gratefully;3.29928933408768;0.7781512503836436
goes;3.2995072987004876;0.7781512503836436
glow;3.2997251539756367;0.7781512503836436
gipsies;3.299942900022767;0.7781512503836436
george;3.3001605369513523;0.7781512503836436
gentility;3.3003780648707024;0.7781512503836436
gay;3.3005954838899636;0.7781512503836436
forth;3.300812794118117;0.7781512503836436
foreseen;3.3010299956639813;0.7781512503836436
ford;3.3012470886362113;0.7781512503836436
force;3.3014640731433;0.7781512503836436
flow;3.3016809492935764;0.7781512503836436
finest;3.301897717195208;0.7781512503836436
fever;3.302114376956201;0.7781512503836436
fate;3.302330928684399;0.7781512503836436
exertions;3.3025473724874854;0.7781512503836436
exertion;3.3027637084729817;0.7781512503836436
exclaim;3.3029799367482493;0.7781512503836436
excited;3.303196057420489;0.7781512503836436
envy;3.303412070596742;0.7781512503836436
entreaties;3.30362797638389;0.7781512503836436
entertainment;3.3038437748886547;0.7781512503836436
drew;3.3040594662175993;0.7781512503836436
drawback;3.3042750504771283;0.7781512503836436
dixon's;3.3044905277734875;0.7781512503836436
disturbed;3.3047058982127653;0.7781512503836436
distinguishing;3.3049211619008916;0.7781512503836436
displeasure;3.305136318943639;0.7781512503836436
dirty;3.305351369446624;0.7781512503836436
direction;3.305566313515304;0.7781512503836436
directed;3.3057811512549824;0.7781512503836436
deserves;3.3059958827708047;0.7781512503836436
described;3.3062105081677613;0.7781512503836436
depressed;3.3064250275506875;0.7781512503836436
dearer;3.3066394410242617;0.7781512503836436
day's;3.3068537486930087;0.7781512503836436
damp;3.3070679506612985;0.7781512503836436
crossed;3.307282047033346;0.7781512503836436
creatures;3.307496037913213;0.7781512503836436
creating;3.307709923404807;0.7781512503836436
courage;3.307923703611882;0.7781512503836436
cottage;3.3081373786380386;0.7781512503836436
copyright;3.308350948586726;0.7781512503836436
cool;3.3085644135612386;0.7781512503836436
convey;3.3087777736647213;0.7781512503836436
convenience;3.3089910290001643;0.7781512503836436
contrived;3.3092041796704077;0.7781512503836436
continually;3.30941722577814;0.7781512503836436
contented;3.3096301674258988;0.7781512503836436
constant;3.3098430047160705;0.7781512503836436
condition;3.3100557377508912;0.7781512503836436
conclude;3.3102683666324477;0.7781512503836436
conceive;3.3104808914626753;0.7781512503836436
conceit;3.3106933123433606;0.7781512503836436
composed;3.3109056293761414;0.7781512503836436
compare;3.311117842662506;0.7781512503836436
collection;3.3113299523037933;0.7781512503836436
cheerfulness;3.311541958401195;0.7781512503836436
check;3.311753861055754;0.7781512503836436
charity;3.3119656603683665;0.7781512503836436
changed;3.3121773564397787;0.7781512503836436
censure;3.312388949370592;0.7781512503836436
ceased;3.3126004392612596;0.7781512503836436
capable;3.312811826212088;0.7781512503836436
calmness;3.313023110323238;0.7781512503836436
brother's;3.313234291694724;0.7781512503836436
brilliant;3.313445370426414;0.7781512503836436
born;3.3136563466180315;0.7781512503836436
boiled;3.3138672203691533;0.7781512503836436
blunders;3.3140779917792127;0.7781512503836436
blessings;3.3142886609474975;0.7781512503836436
blame;3.3144992279731516;0.7781512503836436
betrayed;3.314709692955174;0.7781512503836436
belonged;3.31492005599242;0.7781512503836436
bathing;3.315130317183602;0.7781512503836436
baby;3.3153404766272883;0.7781512503836436
authority;3.315550534421905;0.7781512503836436
attempts;3.3157604906657347;0.7781512503836436
attempted;3.315970345456918;0.7781512503836436
attack;3.3161800988934527;0.7781512503836436
astonishment;3.3163897510731952;0.7781512503836436
approved;3.3165993020938607;0.7781512503836436
anxiously;3.316808752053022;0.7781512503836436
anticipated;3.3170181010481117;0.7781512503836436
animation;3.31722734917642;0.7781512503836436
ample;3.317436496535099;0.7781512503836436
amiss;3.3176455432211585;0.7781512503836436
alarming;3.317854489331469;0.7781512503836436
afternoon;3.3180633349627615;0.7781512503836436
afford;3.318272080211627;0.7781512503836436
affair;3.3184807251745174;0.7781512503836436
adjoining;3.318689269947746;0.7781512503836436
additional;3.3188977146274867;0.7781512503836436
action;3.3191060593097763;0.7781512503836436
acquit;3.319314304090512;0.7781512503836436
accommodation;3.3195224490654542;0.7781512503836436
accepting;3.3197304943302246;0.7781512503836436
yours;3.3199384399803087;0.6989700043360189
wretchedness;3.3201462861110542;0.6989700043360189
working;3.3203540328176717;0.6989700043360189
wind;3.3205616801952367;0.6989700043360189
wholesome;3.3207692283386865;0.6989700043360189
wet;3.3209766773428235;0.6989700043360189
voluntarily;3.3211840273023143;0.6989700043360189
visitors;3.321391278311689;0.6989700043360189
visited;3.3215984304653436;0.6989700043360189
variety;3.3218054838575393;0.6989700043360189
unwholesome;3.3220124385824006;0.6989700043360189
unwelcome;3.322219294733919;0.6989700043360189
unusual;3.3224260524059526;0.6989700043360189
unsuspicious;3.3226327116922234;0.6989700043360189
unlike;3.322839272686321;0.6989700043360189
ungrateful;3.3230457354817013;0.6989700043360189
uncomfortable;3.323252100171687;0.6989700043360189
uncertainty;3.3234583668494677;0.6989700043360189
trick;3.3236645356081;0.6989700043360189
trembling;3.323870606540509;0.6989700043360189
treated;3.3240765797394864;0.6989700043360189
travelling;3.3242824552976926;0.6989700043360189
tranquillity;3.3244882333076564;0.6989700043360189
thousands;3.3246939138617746;0.6989700043360189
thoughtful;3.3248994970523134;0.6989700043360189
thirty;3.3251049829714074;0.6989700043360189
third;3.325310371711061;0.6989700043360189
thick;3.325515663363148;0.6989700043360189
thankful;3.325720858019412;0.6989700043360189
system;3.325925955771466;0.6989700043360189
sympathy;3.3261309567107946;0.6989700043360189
sweep;3.326335860928751;0.6989700043360189
suspecting;3.3265406685165617;0.6989700043360189
supplied;3.3267453795653217;0.6989700043360189
sufferings;3.326949994165999;0.6989700043360189
suddenly;3.3271545124094315;0.6989700043360189
succeeding;3.3273589343863303;0.6989700043360189
succeed;3.327563260187278;0.6989700043360189
study;3.327767489902729;0.6989700043360189
strongest;3.3279716236230104;0.6989700043360189
stranger;3.3281756614383227;0.6989700043360189
stopping;3.3283796034387376;0.6989700043360189
steadily;3.328583449714202;0.6989700043360189
start;3.3287872003545345;0.6989700043360189
spruce;3.3289908554494287;0.6989700043360189
spending;3.329194415088451;0.6989700043360189
speedily;3.329397879361043;0.6989700043360189
speculation;3.3296012483565187;0.6989700043360189
sorrowful;3.3298045221640695;0.6989700043360189
song;3.330007700872759;0.6989700043360189
somehow;3.330210784571528;0.6989700043360189
solemn;3.330413773349191;0.6989700043360189
softened;3.3306166672944384;0.6989700043360189
sofa;3.330819466495837;0.6989700043360189
slightest;3.3310221710418286;0.6989700043360189
sleeping;3.3312247810207323;0.6989700043360189
singing;3.331427296520743;0.6989700043360189
sincere;3.3316297176299323;0.6989700043360189
sighing;3.331832044436249;0.6989700043360189
shrubbery;3.332034277027518;0.6989700043360189
shortly;3.3322364154914434;0.6989700043360189
shawl;3.3324384599156054;0.6989700043360189
shape;3.3326404103874627;0.6989700043360189
sex;3.3328422669943514;0.6989700043360189
september;3.3330440298234874;0.6989700043360189
selfish;3.3332456989619628;0.6989700043360189
seized;3.3334472744967503;0.6989700043360189
seclusion;3.3336487565147013;0.6989700043360189
scene;3.333850145102545;0.6989700043360189
safer;3.334051440346892;0.6989700043360189
rise;3.334252642334231;0.6989700043360189
ridiculous;3.3344537511509307;0.6989700043360189
riddle;3.3346547668832414;0.6989700043360189
retirement;3.3348556896172914;0.6989700043360189
retired;3.3350565194390915;0.6989700043360189
restored;3.3352572564345317;0.6989700043360189
resist;3.3354579006893843;0.6989700043360189
resent;3.3356584522893016;0.6989700043360189
resemblance;3.335858911319818;0.6989700043360189
repetition;3.336059277866349;0.6989700043360189
remains;3.336259552014193;0.6989700043360189
relieved;3.3364597338485296;0.6989700043360189
relative;3.3366598234544202;0.6989700043360189
relate;3.336859820916809;0.6989700043360189
regretted;3.3370597263205246;0.6989700043360189
refusal;3.3372595397502756;0.6989700043360189
refrain;3.337459261290656;0.6989700043360189
recover;3.3376588910261424;0.6989700043360189
